,Unnamed: 0,tipo,descricao,likes,comentarios,shortcode,id,time,hora,dia,semana,inter,Nome
371,71,Imagem,"EXPRESSO BAIRROS 🚎 As inscrições para o processo seletivo de 2023 da Escola de Dança de São Paulo e da Escola Municipal de Música estão abertas e podem ser feitas pela internet. As instituições são integradas ao Theatro Municipal de São Paulo.

O processo seletivo para a Escola de Dança é destinado a candidatos nascidos entre 2008 e 2015. A seleção se dará por classificação. Para preenchimento de vagas de 2º a 7º ano haverá avaliação física e prova prática específica para a dança.

Já o processo para ingresso à Escola de Música de São Paulo terá duas fases. A primeira consiste na avaliação pela banca examinadora de um ou mais vídeos gravados e disponibilizados pelo candidato executando as peças musicais ou exercícios de acordo com sua faixa etária e o instrumento musical escolhido. A segunda fase passa por avaliação presencial do candidato perante banca examinadora, executando as peças ou exercícios, segundo a sua faixa etária e o instrumento musical escolhido.

A inscrição dos menores de idade precisa ser preenchida pelos respectivos pais ou responsáveis legais. Os formulários para as duas escolas ficarão disponíveis até 17 de novembro e estão disponíveis no link da bio.

📸: Tiago Queiroz/Estadão",9308,43,CkcS5aauc_m,2962325765115989990,2022-11-01 23:39:31,23,2022-11-01,1,9351,Estadão
891,141,Vídeo,"QUE BARRACO! 😳🎥
(vídeo: reprodução playplus / record tv)",567802,14656,CkcQI2iD1eQ,2962313631956424592,2022-11-01 23:15:44,23,2022-11-01,1,582458,Choquei
552,102,Vídeo,"Um grupo de torcedores do Corinthians se mobilizou, na noite de hoje (1), e acabou com um dos bloqueios feitos por apoiadores do presidente Jair Bolsonaro na cidade de São Paulo. O movimento aconteceu na Ponte das Bandeiras, que cruza a Marginal Tietê, e rapidamente viralizou nas redes sociais. 

Os vídeos que circulam na internet mostram carros dos apoiadores de Bolsonaro obstruindo uma via e saindo apressados com a chegada dos torcedores do Corinthians, membros do movimento Somos Democracia. 

🎥 Reprodução / Redes Sociais

#UOL #Corinthians #Bloqueios #Eleições #Bolsonaristas",103541,8666,CkcOuYTjLpE,2962307414747822660,2022-11-01 23:03:40,23,2022-11-01,1,112207,UOL Oficial
181,31,Imagem,"✏️ | O presidente eleito Luiz Inácio Lula da Silva (PT) escalou o ex-ministro Fernando Haddad (PT) para montar a equipe de transição na área da educação. O líder petista quer que a socióloga Neca Setubal, aliada da deputada eleita Marina Silva (Rede-SP) , e representantes do movimento Todos pela Educação sejam ouvidos sobre a escolha dos integrantes do grupo. Leia no link da bio.

Foto: Vinicius Ricardo dos Santos/Onzex Press e Imagens/Agência O Globo
#JornalOGlobo",45393,1693,CkcOdCWKaSm,2962306222938236070,2022-11-01 23:00:42,23,2022-11-01,1,47086,Jornal O Globo
372,72,Imagem,"CANCELAMENTOS 🎶 De acordo com comunicados oficiais, ambos os sertanejos, Leonardo e Gusttavo Lima, tiveram que cancelar os shows em Criciúma, Santa Catarina, e em Canaã dos Carajás, Pará. As apresentações ocorreriam nesta terça-feira, 1, porém, por conta dos bloqueios de caminhoneiros nas estradas, tudo ficou inviável.

“Devido a questões da paralisação dos caminhoneiros, ficou impossibilitado a logística do show que iria ocorrer hoje dia 01 de novembro. O show foi adiado com uma nova data para 01 de dezembro”, diz a produção de Leonardo. 

Através do Instagram, Gusttavo Lima informou sobre o cancelamento do show: “A decisão foi tomada em virtude das paralisações que ocorrem nas rodovias que dão acesso à cidade e que impedem a chegada ao local em tempo hábil para execução da apresentação”, destacou o cantor nas redes. Leia mais no #LinkDaBio (📸 Antônio Cruz/Agência Brasil)",101656,12408,CkcNPvzNWQj,2962300911624741923,2022-11-01 22:50:08,22,2022-11-01,1,114064,Estadão
143,143,Vídeo,"Veja alguns dos efeitos dos protestos de bolsonaristas após vitória de Lula nas #Eleições2022 @mel_vtf | 📲 Assine a Folha, um jornal a serviço da democracia: folha.com/assinenoinsta #folha #fsp #folhadespaulo",47474,2639,CkcM06Mu9-1,2962299067364532149,2022-11-01 22:48:16,22,2022-11-01,1,50113,Folha de São Paulo
144,144,Imagem,"Esta é a charge de Benett (@albertobenett) publicada em todas as plataformas da Folha. Quer ver mais charges no jornal? Acesse folha.com/charges |📱Assine a Folha, um jornal a serviço da democracia: folha.com/assinenoinsta #folha #fsp #folhadespaulo

#PraTodosVerem: A charge de Benett publicada na edição de 1 de novembro de 2022 da Folha impressa e no online 31out22, na versão impressa e em todas as suas plataformas digitais, é dividida em duas partes horizontais. Na parte de cima o presidente eleito Luis Inácio Lula da Silva está em pé, com os braços para trás e dando um breve assobio. Na parte de baixo, vemos a faixa presidencial vir correndo a seu encontro, como um cachorrinho latindo feliz ao reencontrar seu amigo - ou dono.",18814,456,CkcMHc1rjJl,2962295943462793829,2022-11-01 22:40:16,22,2022-11-01,1,19270,Folha de São Paulo
675,75,Vídeo,"ANÁLISE WW • William Waack: “Ao falar nesta terça-feira (1º) pela primeira vez desde a derrota eleitoral de domingo (30), Jair Bolsonaro (PL) de fato olhou para frente e não para trás.”. Assista ao vídeo completo! #CNNBrasil #WW #CNNnasEleições #Eleições2022

🎧 O WW também está disponível em versão podcast nas principais plataformas de áudio. Com a participação de um time de analistas, o programa aprofunda o que é notícia no Brasil e no mundo.",44652,4563,CkcLwbOjAF4,2962294361184534904,2022-11-01 22:39:19,22,2022-11-01,1,49215,CNN Brasil
553,103,Imagem,"Preparem as barracas, o povo nas cidades vai para os quartéis os caminhoneiros e o agro irão parar às rodovias"", diz a mensagem, com erros de ortografia, que circulou no Telegram bolsonarista. Apesar da paralisação antidemocrática ter se concretizado apenas no final de outubro — após o resultado das eleições que declararam a derrota de Jair Bolsonaro para Lula — o chamado foi disparado semanas antes, no dia 14. ""DIA 30 vamos votar e PERMANECER NAS RUAS"", previa a convocação. 

Investigação da Agência Pública descobriu que a mensagem, enviada no grupo ODB Ordem de Cristo, com 3,5 mil membros, não foi um conteúdo isolado.

Durante todo o período que antecedeu o 2º turno, chamados de paralisação de caminhoneiros circularam em grupos bolsonaristas. A maioria dos grupos não permite ver a quantidade de visualizações de cada postagem. As mensagens mostram que os extremistas traçaram ao menos dois cenários: realizar a paralisação nas semanas anteriores à votação ou logo após a divulgação dos resultados, no que já chamavam de ""contra-golpe"" - antes mesmo da eleição acontecer.

""Intervenção civil é dias e dias a fio.. até que o ORDENAMENTO DO POVO SOBERANO SEJA CUMPRIDA"", defende uma mensagem compartilhada no grupo Conservadores, com 2,1 mil membros, no dia 15 de outubro. 

Segundo a lei 14.197/2021, atentar contra as instituições democráticas é crime e pode levar de 4 a 12 anos de reclusão.

🔗 Leia a matéria completa no link da bio de @UOLNoticias

📷 Caê Vasconcelos/UOL
#uol #noticias #bolsonaristas #rodovias #bloqueio #eleicoes2022",22064,1794,CkcLEMfu_vj,2962291321709788131,2022-11-01 22:31:05,22,2022-11-01,1,23858,UOL Oficial
373,73,Imagem,"CONTEÚDO PATROCINADO POR @lubrax 

➡️ Entenda como as empresas se adaptam ao conceito de diversidade, às novas mídias e aos canais de comunicação.

Ouvimos a opinião de CEOS de empresas e as agências, trazendo cases que serão apresentados também em uma série de vodcasts e podcasts.

Conheça as oportunidades de investimento e mostre a FORÇA da sua MARCA numa das maiores publicações de marketing do País.

A circulação nacional acontece no dia 13 de novembro; saiba mais através do email publicacoes@estadao.com",241,1,CkcK9D9L6_H,2962290831503896519,2022-11-01 22:30:07,22,2022-11-01,1,242,Estadão
374,74,Imagem,"PROTESTOS ANTIDEMOCRÁTICOS 🚛 Os bloqueios que impedem o tráfego em rodovias de todo o País já causam prejuízo para pacientes que precisam se deslocar para consultas, exames e tratamentos de alta complexidade, como cirurgias oncológicas, quimioterapia e hemodiálise. Há relatos de doentes que, por causa dos bloqueios, perderam atendimentos que demoraram meses para conseguir agendar. 

As manifestações atrapalham ainda a entrega de medicamentos e insumos para hospitais, laboratórios e clínicas, que já observam queda nos estoques, além de dificultar a chegada de profissionais da saúde aos seus locais de trabalho.

Em Florianópolis, crianças com câncer perderam sessões de quimioterapia por ficarem presas nas estradas de Santa Catarina, um dos Estados mais afetados pelas manifestações antidemocráticas. Segundo relato feito pela oncologista pediátrica Amanda Ibagy nas redes sociais, as crianças não conseguiram chegar para as sessões na segunda-feira, 31, e só puderam comparecer nesta terça, 1º, ao “provar” para os manifestantes que tinham câncer.

“Hoje (terça-feira) elas conseguiram (chegar), mas tiveram que sair muito cedo, ficaram presas nos bloqueios. Só deixaram passar porque elas tinham uma cartinha nossa, dizendo que elas têm câncer. Uma inclusive teve que tirar a touquinha para mostrar que a criança era careca. Isso tudo é muito triste porque, além de ter que lidar com a dor dos procedimentos, ainda tem essa incerteza se vão chegar ou não para o tratamento da criança”, disse a médica, em sua página no Instagram. Leia mais no #LinkDaBio",81472,3222,CkcG8N9thVb,2962273181344601435,2022-11-01 21:55:03,21,2022-11-01,1,84694,Estadão
676,76,Imagem,"REUNIÃO COM STF • A reunião do presidente Jair Bolsonaro (PL) com ministros do Supremo Tribunal Federal (STF) nesta terça-feira (1º) teve um ambiente tranquilo e amistoso, segundo fontes do Judiciário ouvidas pela CNN. De acordo com esses relatos, Bolsonaro foi gentil e amistoso durante o encontro, que durou cerca de uma hora.

Segundo as fontes, Bolsonaro disse que reconhece o resultado e que cumprirá a Constituição Federal. Porém não houve um compromisso expresso que o presidente não recorrerá, nos limites da lei, do resultado, como fez Aécio Neves (PSDB) em 2014, por exemplo.

Na saída do Supremo, o ministro Edson Fachin, um dos participantes da reunião, afirmou que o Bolsonaro “utilizou o verbo acabar no passado. Ele disse ‘acabou’. Portanto, olhar para a frente”. #CNNBrasil #Bolsonaro #STF 

🔗 Saiba mais pelo link na bio.

📸 REUTERS/Adriano Machado",49878,2964,CkcEtIXobeT,2962263348451850131,2022-11-01 21:35:30,21,2022-11-01,1,52842,CNN Brasil
182,32,Vídeo,"BRASIL PARALELO | Vídeos com bolsonaristas comemorando fake news sobre prisão de Moraes e ""fraude confirmada"" na eleição viralizam nas redes. Em 2021, vídeos de caminhoneiros também repercutiram por celebrarem falso estado de sítio.

#JornalOGlobo",52260,14467,CkcEFjdKzeP,2962260628756707215,2022-11-01 21:30:48,21,2022-11-01,1,66727,Jornal O Globo
145,145,Vídeo,"TV FOLHA | Se estava decidido que a avenida Paulista, em São Paulo, seria liberada para a festa do vencedor da eleição presidencial, os apoiadores de Luiz Inácio Lula da Silva (PT) ignoraram a possibilidade de derrota. Desde o começo da tarde, eles dominaram a região. Quando chegou o anúncio da vitória de Lula, eleito novamente presidente, as pessoas que já estavam na região explodiram em festa.

Reportagem, roteiro e edição: @hiquesantana e @emoura___",25578,1117,CkcC_jdKaOr,2962255818393232299,2022-11-01 21:21:15,21,2022-11-01,1,26695,Folha de São Paulo
146,146,Imagem,"Grupos de extrema-direita nas redes sociais interpretaram o breve discurso do presidente @jairmessiasbolsonaro, na tarde desta terça-feira (1º), como carta branca para continuar as manifestações antidemocráticas e bloqueios de rodovias no país. Depois do pronunciamento, cresceram as menções à expressão “intervenção federal” no Facebook e em grupos de direita no Telegram, que já articulam manifestações em frente a quarteis. 

Nesta tarde, Bolsonaro falou pela 1ª vez desde que foi derrotado nas eleições de 2022. Ele não disse se reconhecia ou não a derrota. Sobre as manifestações, afirmou apenas que os movimentos são “fruto da indignação e sentimento de injustiça de como se deu o processo eleitoral” — embora, assim como seus apoiadores, o presidente não diga exatamente o que houve de injusto. Ele também declarou que as “manifestações pacíficas” são bem-vindas, mas sem utilizar os “métodos da esquerda”. 

🧾 Leia a reportagem completa em lupa.news
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#AgênciaLupa #fakenews #desinformação #boatos #noticiasfalsas #bolsonaro #extremadireita #rodovias  #eleições22022",30031,1923,CkcBiNENw2r,2962249403441024427,2022-11-01 21:07:48,21,2022-11-01,1,31954,Folha de São Paulo
375,75,Imagem,"'ACABOU' 👋 Logo após romper o voto de silêncio que durou quase 45 horas após ser derrotado nas urnas, o presidente Jair Bolsonaro (PL) se dirigiu à sede do Supremo Tribunal Federal (STF), onde se reuniu com oito integrantes da Corte e com o ministro da Economia, Paulo Guedes.

Segundo o ministro Edson Fachin, Bolsonaro disse que considera o assunto do resultado das eleições encerrado. “O presidente da República usou o verbo acabar no passado. Acabou. Portanto, olhar para a frente”, afirmou o ministro.

Os ministros Alexandre de Moraes e Gilmar Mendes saíram juntos da reunião e se mantiveram em silêncio diante das perguntas de jornalistas sobre a conversa com o presidente e os eventuais arranjos acertados para uma tentativa de pacificar o País. Moraes, que também é presidente do Tribunal Superior Eleitoral (TSE), foi alvo de severas críticas do presidente nos últimos anos.

Também participaram da reunião, que durou cerca de uma hora e dez minutos, os ministros Luiz Fux, Nunes Marques e André Mendonça, os dois últimos indicados por Bolsonaro à Corte. O encontro durou cerca de uma hora e dez minutos.

Leia mais no link da bio. 📸: Adriano Machado/Reuters",37467,1944,Ckb7KUYrncx,2962221373754079025,2022-11-01 20:12:07,20,2022-11-01,1,39411,Estadão
554,104,Vídeo,"Josias de Souza, colunista do UOL, afirmou em programa especial feito logo após o pronunciamento do presidente Jair Bolsonaro (PL) e do ministro-chefe da Casa Civil, Ciro Nogueira, que as falas foram como um ""teatro simbólico"" para anunciar que a lei vai ser cumprida após o resultado das eleições presidenciais. 

Bolsonaro fez um pronunciamento durante a tarde de hoje para falar sobre as manifestações que bloquearam diversas estradas desde o anúncio da vitória de Luiz Inácio Lula da Silva (PT). Nogueira também participou do pronunciamento, informando que deve começar a transição de governo.

➡️ Leia a matéria completa em #UOL! 

#UOLEleições #uol #uolnoticias #eleicoes2022 #lula #bolsonaro",11575,795,Ckb7AGFDxpi,2962220671197715042,2022-11-01 20:11:13,20,2022-11-01,1,12370,UOL Oficial
